Purchase Date,Store #,Order #,Receipt #,PO / Job Name,Item Purchased,Order Total,Payment Method,Data Extraction Date,File Path
"4/19/2024, 10:49 AM",6814,H6814-381129,6814 00097 52445,Keller,"01 Unbranded 2 in. x 8 in. x 16 ft. Prime Lumber N/A 581968 $14.86 / each 1$14.86
02 Unbranded 2 in. x 6 in. x 16 ft. #2 and Better PRIME Kiln- Dried Heat Treated Spruce-Pine-Fir LumberN/A 161799 $13.95 / each 7$97.65
03 Coca-Cola 12 fl. oz. Coca-Cola Fridge Pack Cans (12- Pack)N/A 397258 $7.78 / each 1$7.78
04 Niagara 16.9 fl. oz. Purified Drinking Water (24-Pack) N/A 218340 $4.98 / each 2$9.96
05 Owens Corning FoamSealR 3-1/2 in. x 50 ft. Multi-Use  Ridged Sill Plate GasketN/A 150247 $7.40 / roll 1$7.40
06 Unbranded 2 in. x 4 in. x 10 ft. Standard and Better Kiln- Dried Heat Treated Spruce-Pine-Fir LumberN/A 161659 $6.16 / each 19$117.04",$274.88,Master Card 0305 Charged $274.88,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-381129 Receipt.txt
"4/19/2024, 1:35 PM",6814,H6814-381175,,KELLER HICKS,"01 Gibraltar Building Products 4 in. x 4 in. x 10 ft. Galvanized  Steel 90 L Flashing    PREFERRED PRICING $0.24 OFF EACHN/A 893805 $11.92 / each $11.68 / each3$35.04
02 Everbilt 1/4 in. x 3-1/2 in. Hex Zinc Plated Lag Screw    PREFERRED PRICING $0.03 OFF EACHN/A 654957 $0.57 / each $0.54 / each12 $6.48",$44.95,"04/19/2024
2:36 PM EDT Master Card 0305 Charged $44.95",2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-381175 Receipt.txt
"4/22/2024, 3:53 PM",6814,H6814-381594,6814 00097 54870,keller,"01 Unbranded 2 in. x 8 in. x 12 ft. Prime Lumber N/A 560499 $10.55 / each 1$10.55
02 Doritos Spicy Nacho Cheese Tortilla Chips 2.75oz N/A 1005202862 $2.68 / each 1$2.68
03 WeatherShield 2 in. x 4 in. x 10 ft. 2 Prime Ground  Contact Pressure-Treated Southern Yellow Pine LumberN/A 1001753748 $6.58 / each 2$13.16
04 Unbranded 2 in. x 4 in. x 10 ft. Standard and Better Kiln- Dried Heat Treated Spruce-Pine-Fir LumberN/A 161659 $6.16 / each 28$172.48
05 Millstead 2 in. x 4 in. x 12 ft. Standard and Better Kiln- Dried Heat Treated Spruce-Pine-Fir LumberN/A 161667 $7.33 / each 2$14.66
06 Red Bull Red Bull US Can - 24x0,355 l Tray (12oz) N/A 516352 $3.68 / each 1$3.68",$235.13,Master Card 0305 Charged $235.13,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-381594 Receipt.txt
"4/24/2024, 1:38 PM",6814,H6814-381982,,keller,"01 Simpson Strong-Tie ZMAX 18-Gauge Galvanized Steel  Angle    PREFERRED PRICING $0.04 OFF EACHN/A 296044 $0.78 / each $0.74 / each39$28.86
02 Simpson Strong-Tie Z-MAX 18-Gauge Galvanized  Hurricane Tie    PREFERRED PRICING $0.05 OFF EACHN/A 102924 $0.98 / each $0.93 / each14$13.02
03 Simpson Strong-Tie ZMAX 18-Gauge Galvanized  Framing Angle    PREFERRED PRICING $0.07 OFF EACHN/A 866069 $1.38 / each $1.31 / each5$6.55
04 Simpson Strong-Tie 20-Gauge 7/16 in. Plywood  Sheathing Clip (50 Qty)    PREFERRED PRICING $0.53 OFF EACHN/A 668946 $10.50 / bag $9.97 / bag1$9.97
05 SharkBite 1/2 in. PEX Barb x 6 in. Copper Stub-Out 90- Degree Elbow Fitting    PREFERRED PRICING $0.13 OFF EACHN/A 840901 $6.54 / each $6.41 / each5$32.05
06 Wrigley's BUBBLE TAPE N/A 256870 $2.18 / each 1$2.18
07 SharkBite 1/2 in. PEX Pipe Talon Clamp (10-Pack) N/A 689000 $3.27 / each 1$3.27
08 SharkBite 1/2 in. PEX Barb x FIP Brass Adapter Fitting (5- Pack)N/A 1001405313 $14.68 / each 1$14.68
09 Master Flow 8 in. x 4 in. to 4 in. Insulated Register Box    PREFERRED PRICING $0.59 OFF EACHN/A 408009 $19.56 / each $18.97 / each1$18.97 10 Master Flow 8 in. x 4 in. to 5 in. Insulated Register Box    PREFERRED PRICING $0.51 OFF EACHN/A 814075 $16.98 / each $16.47 / each1$16.47 11 Master Flow 1.75 in. W x 100 yd. Woven Vinyl Hanger  Strap    PREFERRED PRICING $0.71 OFF EACHN/A 439005 $23.95 / each $23.24 / each1$23.24 12 Millstead 2 in. x 6 in. x 20 ft. #2 Prime Kiln-Dried Southern  Yellow Pine LumberN/A 648019 $13.98 / each 4$55.92 13 Master Flow 4 in. x 25 ft. Insulated Flexible Duct R8 Silver  Jacket    PREFERRED PRICING $2.18 OFF EACHN/A 809916 $72.78 / each $70.60 / each1$70.60Customer Receipt 4/24/2024, 1:38 PM CDT   Sales Person WGOE5CK Store Phone # (817) 232-8100    Store #6814 Location 7100 NORTH FREEWAY, FORT WORTH, TX 76137     | We reserve the right to limit the quantities of merchandise sold to customers. Page2of2",$320.18,"04/24/2024
2:46 PM EDT Master Card 0305 Charged $320.18",2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-381982 Receipt.txt
"4/25/2024, 10:29 AM",6814,H6814-382135,6814 00097 58566,keller,"01 DIABLO 7-1/4in. x 24-Teeth Tracking Point Framing Saw  Blade for WoodN/A 793616 $9.97 / each 1$9.67
02 DIABLO 7-1/4in. x 36-Teeth Carbide Saw Blade for Wood  and MetalN/A 1003987580 $22.97 / each 1$22.28
03 DIABLO 7-1/4in. x 56-Teeth Circular Saw Blade for Thick  AluminumN/A 517197 $32.97 / each 1$31.98
04 Reddy Ice 7 lbs. Cocktail Ice N/A 1006917295 $2.75 / each 1$2.75
05 Oatey 5 in. x 8 in. 16-Gauge Stud Guard Safety Plate N/A 726604 $3.64 / each 6$21.18
06 Charlotte Pipe 1 1/2 in. PVC DWV 45 Hub x Hub Elbow  FittingN/A 189316 $2.32 / each 6$13.62
07 Mueller Streamline 2 in. x 1-1/2 in. x 1-1/2 in. PVC All- Hub Sanitary Reducing TeeN/A 641196 $5.14 / each 1$5.04
08 Charlotte Pipe 1 1/2 in. x 2 in. PVC DWV Hub x Hub  Increaser/Reducer CouplingN/A 472476 $2.87 / each 1$2.81
09 Charlotte Pipe 1-1/2 in. PVC DWV Coupling N/A 189014 $1.24 / each 2$2.42 10 Oatey 2 in. ABS Pipe Test Cap with Knockout N/A 508257 $0.59 / each 1$0.58 11 Charlotte Pipe 1-1/2 in. PVC DWV Sanitary Tee N/A 189634 $3.42 / each 4$13.40 12 James Hardie HardieSoffit HZ10 1/4 in. x 16 in. x 144 in.  Fiber Cement Vented Cedarmill Soffit PanelN/A 777151 $33.98 / each 1$33.98 13 Unbranded 5/16x12x12' James Hardie HardiePlank  Select Cedarmill - Primed HZ10 215520N/A 553776 $20.72 / each 3$62.16 14 James Hardie 5/16 in. x 8-1/4 in. x 12 ft. Cedarmill Fiber  Cement Lap Siding (Actual: 7.5 mm x 8.125 in. x 143.87  in.)N/A 462260 $11.52 / each 3$34.56 15 Master Flow 8 in. x 4 in. to 5 in. Insulated Register Box N/A 814075 $16.98 / each 2$32.94 16 Niagara 16.9 fl. oz. Purified Drinking Water (24-Pack) N/A 218340 $4.98 / each 2$9.96 17 Broan-NuTone 50 CFM Ceiling/Wall Mount Bathroom  Exhaust Fan N/A 126313 $21.98 / each $19.88 / each2$38.96Customer Receipt 4/25/2024, 10:29 AM CDT   Sales Person N29PBMW Store Phone # (817) 232-8100    Store #6814 Location 7100 NORTH FREEWAY, FORT WORTH, TX 76137     | We reserve the right to limit the quantities of merchandise sold to customers. Page2of2Item Description Model # SKU # Unit Price QtySubtotal   SPECIAL BUY $2.10 OFF EACH 18 Husky 42 Gal. Contractor Bags (50-Count) N/A 267000 $29.97 / each 1$29.07 19 JM EAGLE 1-1/2 in. x 10 ft. 330 psi White PVC Schedule  40 DWV Plain End PipeN/A 193844 $12.78 / each 4$49.56 20 James Hardie Hardie Trim HZ10 0.75 in. x 3.5 in. x 12 ft.  Primed Rustic Grain Fiber Cement Trim BoardN/A 367317 $17.86 / each 3$53.58 21 Master Flow 7 in. x 25 ft. Insulated Flexible Duct R8 Silver  JacketN/A 496584 $82.00 / each 1$79.54",$594.60,Master Card 0305 Charged $594.60,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-382135 Receipt.txt
"4/25/2024, 1:22 PM",6814,H6814-382183,6814 00097 58848,keller,"01 Commercial Electric 2 in. x 150 ft. Vinyl Electrical  Bundling Tape - SilverN/A 772897 $7.98 / each 1$7.98
02 James Hardie Hardie Trim HZ10 0.75 in. x 3.5 in. x 12 ft.  Primed Rustic Grain Fiber Cement Trim BoardN/A 367317 $17.86 / each 2$35.72
03 James Hardie 5/16 in. x 8-1/4 in. x 12 ft. Cedarmill Fiber  Cement Lap Siding (Actual: 7.5 mm x 8.125 in. x 143.87  in.)N/A 462260 $11.52 / each 2$23.04
04 Unbranded Oriented Strand Board (Common: 7/16 in. x 4  ft. x 8 ft.; Actual: 0.418 in. x 47.75 in. x 95.75 in.)N/A 386081 $22.65 / each 2$43.94",$119.81,Master Card 0305 Charged $119.81,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-382183 Receipt.txt
"4/25/2024, 3:14 PM",6814,H6814-382215,6814 00097 59051,Keller,"01 SharkBite 1/2 in. PEX Barb Plastic Tee Fitting (5-Pack) N/A 1001404708 $8.38 / each 1$8.38
02 Unbranded Oriented Strand Board (Common: 7/16 in. x 4  ft. x 8 ft.; Actual: 0.418 in. x 47.75 in. x 95.75 in.)N/A 386081 $22.65 / each 2$43.94",$56.64,Master Card 0305 Charged $56.64,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-382215 Receipt.txt
"4/26/2024, 9:52 AM",6814,H6814-382294,,Keller,"01 Master Flow 8 in. Starting Collar Take Off - Snap  Together    PREFERRED PRICING $0.27 OFF EACHN/A 643114 $8.98 / each $8.71 / each1$8.71
02 Nashua Tape 1.89 in. x 50 yd. 322 Multi-Purpose HVAC  Foil Sealer Duct Tape    PREFERRED PRICING $0.63 OFF EACHN/A 915245 $12.60 / roll $11.97 / roll1$11.97
03 Everbilt EVERBILT 4 IN. METAL WORM DRIVE CLAMP    PREFERRED PRICING $0.10 OFF EACHN/A 598764 $3.28 / each $3.18 / each4$12.72
04 Master Flow 6 in. to 4 in. Round Reducer    PREFERRED PRICING $0.35 OFF EACHN/A 699047 $11.48 / each $11.13 / each2$22.26
05 Everbilt 4 in. x 8 ft. Flexible Dryer Duct N/A 1004061073 $14.98 / each 1$14.98
06 Master Flow 8 in. to 6 in. x 6 in. Wye    PREFERRED PRICING $0.54 OFF EACHN/A 643092 $17.98 / each $17.44 / each1$17.44
07 Malco 36 in. Nylon Adjustable Tie (25-Pack)    PREFERRED PRICING $0.54 OFF EACHN/A 206709 $17.98 / package $17.44 / package1$17.44
08 Master Flow 8 in. x 25 ft. Insulated Flexible Duct R8 Silver  Jacket    PREFERRED PRICING $2.84 OFF EACHN/A 812305 $94.55 / each $91.71 / each1$91.71
09 Quikrete 80 lb. Concrete Mix    PREFERRED PRICING $0.10 OFF EACHN/A 169765 $4.98 / each $4.88 / each1$4.88 10 Reddy Ice 7 lbs. Cocktail Ice N/A 1006917295 $2.75 / each 1$2.75Customer Receipt 4/26/2024, 9:52 AM CDT   Sales Person GXG2CUT Store Phone # (817) 232-8100    Store #6814 Location 7100 NORTH FREEWAY, FORT WORTH, TX 76137     | We reserve the right to limit the quantities of merchandise sold to customers. Page2of2",$221.76,"04/26/2024
10:54 AM EDT Master Card 0305 Charged $221.76",2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-382294 Receipt.txt
"4/29/2024, 9:15 AM",6814,H6814-382720,6814 00097 61834,Keller,"01 Simpson Strong-Tie 2 in. x 1-1/2 in. x 2-3/4 in. ZMAX  Galvanized AngleN/A 208105 $1.78 / each 16$27.04
02 Simpson Strong-Tie 3-1/4 in. 18-Gauge Gusset Angle N/A 335216 $1.28 / each 9$10.89
03 Powerade POWERADE Mountain Berry Blast Bottles, 20  fl. oz., 8 PackN/A 957043 $5.98 / each 1$5.98
04 Oatey 16 oz. X-15 PVC Shower Pan Liner Adhesive  CementN/A 418455 $12.98 / each 1$12.59
05 Mueller Streamline 1-1/2 in. PVC DWV 45-Degree Hub x  Hub ElbowN/A 189456 $0.96 / each 3$2.82
06 Oatey Fast Set 3 in. Outside Fit or 4 in. Inside Fit PVC  Hub Toilet Flange with Test Cap and Plastic RingN/A 1003316823 $6.26 / each 1$6.14
07 Everbilt 4 in. x 8 ft. Flexible Dryer Duct N/A 1004061073 $14.98 / each 1$14.98
08 Malco 36 in. Nylon Adjustable Tie (25-Pack) N/A 206709 $17.98 / package 1$17.44
09 Master Flow 7 in. x 25 ft. Insulated Flexible Duct R8 Silver  JacketN/A 496584 $82.00 / each 1$79.54Customer Receipt 4/29/2024, 9:15 AM CDT   Sales Person GXG2CUT Store Phone # (817) 232-8100    Store #6814 Location 7100 NORTH FREEWAY, FORT WORTH, TX 76137     | We reserve the right to limit the quantities of merchandise sold to customers. Page2of2",$192.06,Master Card 0305 Charged $192.06,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-382720 Receipt.txt
"4/30/2024, 8:46 AM",6814,H6814-382907,6814 00097 63046,keller,"01 Reddy Ice 7 lbs. Cocktail Ice N/A 1006917295 $2.75 / each 1$2.75
02 DIABLO 7/16 in. SnapLock Plus Hole Saw Mandrel  System with Fast Plug EjectionN/A 1008022788 $17.97 / each 1$17.43
03 FIRM GRIP Large Precision Grip Work Gloves N/A 1007454866 $5.48 / each 1$5.32
04 RIDGID Fine Dust Pleated Paper Wet/Dry Vac  Replacement Cartridge Filter for Most 5 Gal and Larger  RIDGID Shop Vacuums (1-Pack)N/A 335151 $29.97 / each 1$29.97
05 GORILLA GRIP Large TRAX Extreme Grip Work Gloves  (5-Pack)N/A 1009710408 $9.88 / each 1$9.58",$70.42,Master Card 0305 Charged $70.42,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-382907 Receipt-2.txt
"4/30/2024, 8:46 AM",6814,H6814-382907,6814 00097 63046,keller,"01 Reddy Ice 7 lbs. Cocktail Ice N/A 1006917295 $2.75 / each 1$2.75
02 DIABLO 7/16 in. SnapLock Plus Hole Saw Mandrel  System with Fast Plug EjectionN/A 1008022788 $17.97 / each 1$17.43
03 FIRM GRIP Large Precision Grip Work Gloves N/A 1007454866 $5.48 / each 1$5.32
04 RIDGID Fine Dust Pleated Paper Wet/Dry Vac  Replacement Cartridge Filter for Most 5 Gal and Larger  RIDGID Shop Vacuums (1-Pack)N/A 335151 $29.97 / each 1$29.97
05 GORILLA GRIP Large TRAX Extreme Grip Work Gloves  (5-Pack)N/A 1009710408 $9.88 / each 1$9.58",$70.42,Master Card 0305 Charged $70.42,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-382907 Receipt.txt
"4/30/2024, 12:26 PM",6814,H6814-383004,6814 00097 63756,Keller,"01 Unbranded 5 ft. x 6 ft. Pre-Cut PVC Shower Pan Liner in  GrayN/A 239493 $39.98 / each 1$39.98
02 Oatey Shower Pan Liner Corner Dam N/A 956082 $4.47 / each 2$8.94",$52.96,Master Card 0305 Charged $52.96,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-383004 Receipt.txt
"4/30/2024, 1:28 PM",6814,H6814-383022,6814 00097 63830,Keller,"01 Rapid Set 55 lbs. Mortar Mix N/A 383759 $18.51 / each 2$35.16
02 Everbilt 3/8 in. Zinc Flat Washer (25-Pack) N/A 328154 $4.31 / bag 1$4.10
03 Custom Building Products LevelQuik 1 qt. Acrylic Primer  and SealerN/A 148635 $9.47 / each 1$9.28
04 Everbilt 1/2 in. Zinc-Plated Cut Washer N/A 655589 $0.27 / each 5$1.25
05 Everbilt 1/2 in.-13 Zinc Plated Hex Nut N/A 655465 $0.29 / each 7$1.89",$55.94,Master Card 0305 Charged $55.94,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-383022 Receipt.txt
"5/07/2024, 8:44 AM",6814,H6814-384181,6814 00097 72203,2800 keller dr,"01 Clark-Dietrich 1-1/4 in. x 8 ft. Quicksilver Metal Corner  BeadN/A 423629 $3.98 / each 4$15.44
02 Sheetrock UltraLight 1/2 in. x 4 ft. x 8 ft. Gypsum Board N/A 893749 $13.48 / each 15$198.15",$231.21,Master Card 0305 Charged $231.21,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-384181 Receipt.txt
"5/11/2024, 8:53 AM",6814,H6814-384994,,2880 Keller Hicks Rd,"01 Custom Building Products RedGard 1 Gal. Waterproofing   and Crack Prevention Membrane   PREFERRED PRICING $1.12 OFF EACHN/A 755504 $55.97 / each $54.85 / each1$54.85
02 Custom Building Products VersaBond-LFT 50 lb. Gray  Fast-Setting Medium Bed Mortar for Large Format Tile   and Stone   PREFERRED PRICING $0.55 OFF EACHN/A 1001977115 $27.28 / each $26.73 / each5$133.65
03 QEP LASH White 1/16 in. Clip, Part A of Two-Part Tile   Leveling System 1,000-Pack   PREFERRED PRICING $2.45 OFF EACHN/A 1004685287 $81.57 / package $79.12 / package1$79.12
04 QEP LASH Yellow Wedge, Part B of Two-Part Tile   Leveling System 100-Pack   PREFERRED PRICING $0.37 OFF EACHN/A 1004685291 $12.27 / package $11.90 / package1$11.90
05 TXI  Sakrete 60 lb. Type N Mortar Mix   PREFERRED PRICING $0.21 OFF EACHN/A 489028 $6.94 / each $6.73 / each4$26.92
06 Rock-On #9 x 1-5/8 in. Serrated Flat Head Star Drive  Cement Board Screws (575-Pack)N/A 1002419409 $34.87 / each 1$34.87",$369.47,"05/11/2024
9:55 AM EDT Master Card 0305 Charged $369.47",2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-384994 Receipt-2.txt
"5/11/2024, 8:53 AM",6814,H6814-384994,,2880 Keller Hicks Rd,"01 Custom Building Products RedGard 1 Gal. Waterproofing   and Crack Prevention Membrane   PREFERRED PRICING $1.12 OFF EACHN/A 755504 $55.97 / each $54.85 / each1$54.85
02 Custom Building Products VersaBond-LFT 50 lb. Gray  Fast-Setting Medium Bed Mortar for Large Format Tile   and Stone   PREFERRED PRICING $0.55 OFF EACHN/A 1001977115 $27.28 / each $26.73 / each5$133.65
03 QEP LASH White 1/16 in. Clip, Part A of Two-Part Tile   Leveling System 1,000-Pack   PREFERRED PRICING $2.45 OFF EACHN/A 1004685287 $81.57 / package $79.12 / package1$79.12
04 QEP LASH Yellow Wedge, Part B of Two-Part Tile   Leveling System 100-Pack   PREFERRED PRICING $0.37 OFF EACHN/A 1004685291 $12.27 / package $11.90 / package1$11.90
05 TXI  Sakrete 60 lb. Type N Mortar Mix   PREFERRED PRICING $0.21 OFF EACHN/A 489028 $6.94 / each $6.73 / each4$26.92
06 Rock-On #9 x 1-5/8 in. Serrated Flat Head Star Drive  Cement Board Screws (575-Pack)N/A 1002419409 $34.87 / each 1$34.87",$369.47,"05/11/2024
9:55 AM EDT Master Card 0305 Charged $369.47",2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-384994 Receipt.txt
"5/11/2024, 9:35 AM",6814,H6814-385006,6814 00097 78002,2880 keller hicks,01 Oatey Designline 4 in. x 4 in. Stainless Steel Square  Shower Drain with Tile-In Pattern Drain CoverN/A 1002713298 $42.99 / each 1$42.99,$46.54,Master Card 0305 Charged $46.54,2024-05-23 21:08:26,O:\_Boiler\Experiments\Extract Texts from PDFs\PDFs\H6814-385006 Receipt.txt
